time_[s] a_x a_y a_z alpha
1568741689.8514168 -0.004150390625 0.0 1.007080078125 -0.00412118878935947
1568741689.8630779 -0.005615234375 0.001953125 1.006103515625 -0.005581111669978193
1568741689.8753986 -0.009033203125 0.01611328125 0.99365234375 -0.009090658665059818
1568741689.8869202 -0.006591796875 0.015625 0.9873046875 -0.006676458660461332
1568741689.8993967 -0.00830078125 0.015869140625 0.99462890625 -0.008345412537068506
1568741689.910964 -0.00439453125 0.0087890625 1.005126953125 -0.0043720877602491
1568741689.9232738 -0.001220703125 0.00634765625 1.015625 -0.0012019224981499076
1568741689.934971 -0.007080078125 0.009033203125 1.0029296875 -0.0070592790348916355
1568741689.9472897 -0.004150390625 0.010009765625 0.97900390625 -0.004239376098950032
1568741689.9588668 -0.00732421875 0.005126953125 0.9912109375 -0.007389028083904549
1568741689.9711838 -0.012451171875 0.007080078125 1.001953125 -0.012426260957513145
1568741689.9828658 -0.006591796875 0.0009765625 0.994140625 -0.006630551159371854
1568741689.9951773 -0.003173828125 0.004150390625 0.990234375 -0.0032051172299321657
1568741690.0068648 -0.009521484375 0.0146484375 0.99951171875 -0.009525847667270299
1568741690.0191686 -0.0087890625 0.02099609375 1.01318359375 -0.008674481213488782
1568741690.0308034 -0.015380859375 0.026611328125 1.025390625 -0.014998875151850596
1568741690.0429296 -0.015380859375 0.0283203125 1.021728515625 -0.01505262645526794
1568741690.0546422 -0.0078125 0.01318359375 1.00439453125 -0.00777816107591317
1568741690.0670125 -0.004150390625 0.006103515625 0.993408203125 -0.004177906387017651
1568741690.0786216 -0.008544921875 0.0029296875 0.98681640625 -0.008658863254983749
1568741690.090999 -0.007568359375 -0.0029296875 0.97314453125 -0.007777063474513704
1568741690.1026068 -0.006103515625 -0.009765625 0.974853515625 -0.006260874867149726
1568741690.114988 -0.005859375 -0.009765625 0.995361328125 -0.005886613387692464
1568741690.1266065 -0.00732421875 -0.000244140625 1.00732421875 -0.007270836487519284
1568741690.138992 -0.009765625 0.00537109375 1.01318359375 -0.009638255754058486
1568741690.1506093 -0.009521484375 0.012451171875 1.015625 -0.009374725356279895
1568741690.163002 -0.005126953125 0.017822265625 1.00244140625 -0.005114422040548232
1568741690.1746948 -0.00390625 0.01806640625 0.989501953125 -0.003947672559737044
1568741690.1869082 -0.0087890625 0.020751953125 0.990966796875 -0.008868947055035204
1568741690.1985867 -0.010498046875 0.0126953125 0.998046875 -0.010518203095504684
1568741690.2109747 -0.009765625 0.0048828125 0.998291015625 -0.009782030851102986
1568741690.222573 -0.01171875 0.001953125 1.003173828125 -0.011681143050497129
1568741690.2347555 -0.009765625 -0.00146484375 0.99072265625 -0.00985675322420434
1568741690.2463787 -0.0068359375 -0.001220703125 0.98046875 -0.006971998584843121
1568741690.2587626 -0.00439453125 0.0009765625 0.987548828125 -0.004449908823167354
1568741690.2703817 0.000732421875 0.004150390625 1.0009765625 0.0007317071864889205
1568741690.2827554 0.009521484375 0.004638671875 0.987548828125 0.009641234016909233
1568741690.2944367 -0.00048828125 0.00830078125 0.998291015625 -0.000489117104551146
1568741690.3068252 -0.005859375 0.009521484375 1.009521484375 -0.005804046071049192
1568741690.3184397 -0.00244140625 0.00537109375 1.0068359375 -0.0024248255093913223
1568741690.3308058 0.00146484375 0.006591796875 1.00634765625 0.0014556030476562194
1568741690.342425 0.02587890625 -0.0146484375 0.992919921875 0.026057538172320104
1568741690.354808 0.02783203125 -0.0107421875 1.011474609375 0.027509351074585107
1568741690.366407 0.026611328125 -0.01171875 1.01513671875 0.02620852380301367
1568741690.3785477 -0.01513671875 0.047607421875 1.011474609375 -0.014963884213311377
1568741690.3901541 -0.009033203125 0.060302734375 0.97265625 -0.00928688159917736
1568741690.4025178 -0.003662109375 0.040771484375 0.9775390625 -0.0037462362209054025
1568741690.4141257 -0.010498046875 0.045654296875 0.95458984375 -0.010996999130137262
1568741690.4265032 0.00048828125 0.02001953125 0.94775390625 0.0005151983057823632
1568741690.4382162 0.010009765625 0.001708984375 0.9404296875 0.010643419469316809
1568741690.4506037 0.036865234375 -0.03759765625 0.983642578125 0.03746074962366354
1568741690.4622216 0.03857421875 -0.036376953125 1.022216796875 0.03771795246686421
1568741690.474663 0.0439453125 -0.04052734375 1.04150390625 0.04216907957643982
1568741690.486026 0.03515625 -0.02587890625 1.0595703125 0.0331675557517892
1568741690.498407 0.01708984375 0.003662109375 1.057861328125 0.01615368365086177
1568741690.5101302 0.021484375 0.0126953125 1.036376953125 0.02072730210164961
1568741690.5225868 0.03466796875 0.00537109375 0.995361328125 0.03481545790223667
1568741690.5339775 0.036865234375 -0.002197265625 0.994384765625 0.0370564392243799
1568741690.5464008 0.044677734375 -0.0068359375 0.994873046875 0.04487782290626014
1568741690.5580864 0.052001953125 -0.00439453125 1.008056640625 0.0515406537712792
1568741690.5704818 0.0517578125 0.00048828125 1.031005859375 0.05015917047359117
1568741690.5821126 0.070068359375 -0.00244140625 1.0166015625 0.06881527937771839
1568741690.5945163 0.059326171875 0.008056640625 1.011962890625 0.05855782532056157
1568741690.6058693 0.060546875 0.01611328125 0.990478515625 0.06105294221428126
1568741690.6182399 0.068115234375 0.006591796875 0.97265625 0.06991597518297711
1568741690.6298594 0.077392578125 0.00048828125 0.96435546875 0.08008153525212995
